beta,eta,N,R,P,U
0.227,3.36,10,0.7224073318,0.1430745165,0.8080600557
0.228,3.36,10,0.72237875,0.1434748112,0.8080895705
0.229,3.36,10,0.7223537306,0.143879696,0.8081251918
0.23,3.36,10,0.7223323103,0.1442892085,0.8081670245
0.231,3.36,10,0.722314526,0.1447033859,0.8082151736
0.197,3.37,10,0.7248888308,0.1326219324,0.809270175
0.198,3.37,10,0.7247698892,0.1329019115,0.8091669218
0.199,3.37,10,0.7246534085,0.1331853568,0.8090666372
0.2,3.37,10,0.7245394257,0.1334723057,0.8089694262
0.201,3.37,10,0.7244279774,0.1337627957,0.8088753938
0.202,3.37,10,0.7243191006,0.1340568642,0.8087846451
0.203,3.37,10,0.7242128321,0.1343545486,0.8086972851
0.204,3.37,10,0.7241092087,0.1346558864,0.8086134189
0.205,3.37,10,0.7240082672,0.134960915,0.8085331515
0.206,3.37,10,0.7239100446,0.1352696719,0.8084565879
0.207,3.37,10,0.7238145776,0.1355821944,0.8083838333
0.208,3.37,10,0.723721903,0.13589852,0.8083149925
0.209,3.37,10,0.7236320578,0.1362186862,0.8082501707
0.21,3.37,10,0.7235450787,0.1365427303,0.8081894729
0.211,3.37,10,0.7234610026,0.1368706898,0.8081330042
0.212,3.37,10,0.7233798664,0.1372026022,0.8080808695
0.213,3.37,10,0.7233017067,0.1375385048,0.8080331739
0.214,3.37,10,0.7232265606,0.1378784351,0.8079900225
0.215,3.37,10,0.7231544648,0.1382224306,0.8079515203
0.216,3.37,10,0.7230854562,0.1385705286,0.8079177723
0.217,3.37,10,0.7230195716,0.1389227667,0.8078888836
0.218,3.37,10,0.7229568479,0.1392791822,0.8078649593
0.219,3.37,10,0.7228973218,0.1396398125,0.8078461042
0.22,3.37,10,0.7228410302,0.1400046952,0.8078324236
0.221,3.37,10,0.72278801,0.1403738675,0.8078240224
0.222,3.37,10,0.722738298,0.1407473671,0.8078210057
0.223,3.37,10,0.722691931,0.1411252313,0.8078234784
0.224,3.37,10,0.7226489459,0.1415074974,0.8078315458
0.225,3.37,10,0.7226093795,0.1418942031,0.8078453127
0.226,3.37,10,0.7225732686,0.1422853857,0.8078648842
0.227,3.37,10,0.7225406502,0.1426810825,0.8078903654
0.228,3.37,10,0.7225115609,0.1430813312,0.8079218613
0.229,3.37,10,0.7224860377,0.1434861691,0.807959477
0.23,3.37,10,0.7224641174,0.1438956336,0.8080033174
0.197,3.38,10,0.7250423163,0.1322333748,0.8090606295
0.198,3.38,10,0.7249227507,0.1325133358,0.8089589283
0.199,3.38,10,0.7248056497,0.1327967621,0.8088602089
0.2,3.38,10,0.7246910503,0.133083691,0.8087645765
0.201,3.38,10,0.7245789892,0.1333741601,0.8086721361
0.202,3.38,10,0.7244695032,0.1336682068,0.8085829927
0.203,3.38,10,0.7243626293,0.1339658684,0.8084972514
0.204,3.38,10,0.7242584042,0.1342671825,0.8084150172
0.205,3.38,10,0.7241568648,0.1345721864,0.8083363951
0.206,3.38,10,0.724058048,0.1348809176,0.8082614902
0.207,3.38,10,0.7239619904,0.1351934135,0.8081904075
0.208,3.38,10,0.7238687291,0.1355097116,0.8081232521
0.209,3.38,10,0.7237783008,0.1358298492,0.808060129
0.21,3.38,10,0.7236907424,0.1361538639,0.8080011432
0.211,3.38,10,0.7236060907,0.1364817931,0.8079463998
0.212,3.38,10,0.7235243825,0.1368136741,0.8078960038
0.213,3.38,10,0.7234456547,0.1371495445,0.8078500603
0.214,3.38,10,0.7233699442,0.1374894416,0.8078086743
0.215,3.38,10,0.7232972876,0.1378334029,0.8077719508
0.216,3.38,10,0.723227722,0.1381814658,0.8077399948
0.217,3.38,10,0.7231612841,0.1385336677,0.8077129115
0.218,3.38,10,0.7230980108,0.1388900462,0.8076908059
0.219,3.38,10,0.7230379389,0.1392506386,0.8076737829
0.22,3.38,10,0.7229811052,0.1396154823,0.8076619477
0.221,3.38,10,0.7229275466,0.1399846148,0.8076554052
0.222,3.38,10,0.7228772999,0.1403580736,0.8076542605
0.223,3.38,10,0.7228304019,0.1407358959,0.8076586187
0.224,3.38,10,0.7227868896,0.1411181194,0.8076685848
0.225,3.38,10,0.7227467997,0.1415047814,0.8076842638
0.226,3.38,10,0.722710169,0.1418959194,0.8077057608
0.227,3.38,10,0.7226770345,0.1422915707,0.8077331808
0.228,3.38,10,0.7226474329,0.1426917728,0.8077666288
0.229,3.38,10,0.722621401,0.1430965632,0.8078062099
0.23,3.38,10,0.7225989758,0.1435059793,0.8078520291
0.196,3.39,10,0.7253215506,0.1315722021,0.8089673079
0.197,3.39,10,0.7251989246,0.1318487177,0.8088642395
0.198,3.39,10,0.7250787302,0.1321286602,0.8087640612
0.199,3.39,10,0.7249610041,0.132412067,0.8086668782
0.2,3.39,10,0.7248457833,0.1326989755,0.8085727954
0.201,3.39,10,0.7247331045,0.1329894233,0.808481918
0.202,3.39,10,0.7246230046,0.1332834476,0.808394351
0.203,3.39,10,0.7245155204,0.133581086,0.8083101993
0.204,3.39,10,0.7244106888,0.1338823758,0.8082295681
0.205,3.39,10,0.7243085466,0.1341873545,0.8081525624
0.206,3.39,10,0.7242091306,0.1344960596,0.8080792872
0.207,3.39,10,0.7241124778,0.1348085285,0.8080098475
0.208,3.39,10,0.7240186248,0.1351247986,0.8079443485
0.209,3.39,10,0.7239276086,0.1354449073,0.807882895
0.21,3.39,10,0.723839466,0.135768892,0.8078255923
0.211,3.39,10,0.7237542338,0.1360967903,0.8077725453
0.212,3.39,10,0.7236719489,0.1364286396,0.807723859
0.213,3.39,10,0.7235926481,0.1367644772,0.8076796386
0.214,3.39,10,0.7235163682,0.1371043406,0.8076399889
0.215,3.39,10,0.7234431461,0.1374482672,0.8076050152
0.216,3.39,10,0.7233730186,0.1377962945,0.8075748223
0.217,3.39,10,0.7233060226,0.1381484599,0.8075495154
0.218,3.39,10,0.7232421948,0.1385048009,0.8075291995
0.219,3.39,10,0.7231815722,0.1388653548,0.8075139796
0.22,3.39,10,0.7231241916,0.1392301592,0.8075039608
0.221,3.39,10,0.7230700897,0.1395992513,0.8074992481
0.222,3.39,10,0.7230193035,0.1399726688,0.8074999465
0.223,3.39,10,0.7229718698,0.1403504489,0.8075061612
0.224,3.39,10,0.7229278253,0.1407326292,0.807517997
0.225,3.39,10,0.722887207,0.1411192471,0.8075355592
0.226,3.39,10,0.7228500518,0.1415103399,0.8075589526
0.227,3.39,10,0.7228163963,0.1419059452,0.8075882824
0.228,3.39,10,0.7227862775,0.1423061004,0.8076236535
0.229,3.39,10,0.7227597322,0.1427108429,0.8076651711
0.195,3.4,10,0.7256074928,0.1309183189,0.8088867596
0.196,3.4,10,0.725481831,0.131191428,0.8087823733
0.197,3.4,10,0.7253585675,0.1314679256,0.8086807855
0.198,3.4,10,0.7252377394,0.1317478491,0.8085821012
0.199,3.4,10,0.7251193833,0.1320312359,0.8084864255
0.2,3.4,10,0.7250035362,0.1323181236,0.8083938635
0.201,3.4,10,0.7248902349,0.1326085494,0.8083045201
0.202,3.4,10,0.7247795162,0.132902551,0.8082185004
0.203,3.4,10,0.7246714169,0.1332001656,0.8081359094
0.204,3.4,10,0.7245659739,0.1335014307,0.8080568523
0.205,3.4,10,0.7244632241,0.1338063839,0.8079814339
0.206,3.4,10,0.7243632042,0.1341150624,0.8079097594
0.207,3.4,10,0.7242659511,0.1344275037,0.8078419338
0.208,3.4,10,0.7241715017,0.1347437453,0.8077780622
0.209,3.4,10,0.7240798927,0.1350638245,0.8077182495
0.21,3.4,10,0.7239911611,0.1353877789,0.8076626008
0.211,3.4,10,0.7239053436,0.1357156459,0.8076112212
0.212,3.4,10,0.7238224771,0.1360474628,0.8075642157
0.213,3.4,10,0.7237425984,0.1363832672,0.8075216893
0.214,3.4,10,0.7236657443,0.1367230964,0.8074837471
0.215,3.4,10,0.7235919518,0.1370669879,0.8074504941
0.216,3.4,10,0.7235212576,0.1374149792,0.8074220354
0.217,3.4,10,0.7234536986,0.1377671076,0.8073984759
0.218,3.4,10,0.7233893116,0.1381234106,0.8073799208
0.219,3.4,10,0.7233281335,0.1384839256,0.807366475
0.22,3.4,10,0.723270201,0.1388486901,0.8073582436
0.221,3.4,10,0.723215551,0.1392177414,0.8073553317
0.222,3.4,10,0.7231642205,0.1395911171,0.8073578443
0.223,3.4,10,0.7231162461,0.1399688545,0.8073658864
0.224,3.4,10,0.7230716647,0.1403509912,0.8073795631
0.225,3.4,10,0.7230305132,0.1407375644,0.8073989793
0.226,3.4,10,0.7229928284,0.1411286117,0.8074242403
0.227,3.4,10,0.7229586472,0.1415241705,0.8074554508
0.228,3.4,10,0.7229280064,0.1419242782,0.8074927162
0.194,3.41,10,0.7259000432,0.1302716508,0.808818787
0.195,3.41,10,0.72577137,0.1305413921,0.8087131322
0.196,3.41,10,0.7256450622,0.1308144836,0.8086101843
0.197,3.41,10,0.7255211565,0.1310909627,0.8085100481
0.198,3.41,10,0.7253996898,0.1313708667,0.8084128289
0.199,3.41,10,0.7252806989,0.1316542331,0.8083186316
0.2,3.41,10,0.7251642207,0.1319410994,0.8082275613
0.201,3.41,10,0.725050292,0.132231503,0.8081397229
0.202,3.41,10,0.7249389496,0.1325254812,0.8080552216
0.203,3.41,10,0.7248302304,0.1328230716,0.8079741624
0.204,3.41,10,0.7247241712,0.1331243116,0.8078966503
0.205,3.41,10,0.7246208089,0.1334292386,0.8078227904
0.206,3.41,10,0.7245201802,0.13373789,0.8077526876
0.207,3.41,10,0.7244223221,0.1340503034,0.8076864471
0.208,3.41,10,0.7243272714,0.134366516,0.8076241739
0.209,3.41,10,0.7242350648,0.1346865653,0.807565973
0.21,3.41,10,0.7241457393,0.1350104889,0.8075119494
0.211,3.41,10,0.7240593316,0.135338324,0.8074622082
0.212,3.41,10,0.7239758786,0.1356701082,0.8074168545
0.213,3.41,10,0.7238954172,0.1360058789,0.8073759932
0.214,3.41,10,0.7238179842,0.1363456735,0.8073397294
0.215,3.41,10,0.7237436164,0.1366895294,0.8073081682
0.216,3.41,10,0.7236723507,0.1370374841,0.8072814146
0.217,3.41,10,0.7236042238,0.137389575,0.8072595736
0.218,3.41,10,0.7235392727,0.1377458396,0.8072427503
0.219,3.41,10,0.7234775342,0.1381063152,0.8072310497
0.22,3.41,10,0.7234190451,0.1384710393,0.8072245768
0.221,3.41,10,0.7233638422,0.1388400494,0.8072234367
0.222,3.41,10,0.7233119624,0.1392133828,0.8072277344
0.223,3.41,10,0.7232634425,0.1395910771,0.807237575
0.224,3.41,10,0.7232183193,0.1399731696,0.8072530635
0.225,3.41,10,0.7231766298,0.1403596977,0.807274305
0.226,3.41,10,0.7231384107,0.140750699,0.8073014044
0.227,3.41,10,0.7231036989,0.1411462108,0.8073344668
0.228,3.41,10,0.7230725311,0.1415462706,0.8073735974
0.193,3.42,10,0.7261991023,0.129632123,0.8087631926
0.194,3.42,10,0.7260674424,0.1298985355,0.8086563188
0.195,3.42,10,0.7259381147,0.1301682598,0.8085520601
0.196,3.42,10,0.725811156,0.1304413333,0.8084505215
0.197,3.42,10,0.7256866032,0.1307177933,0.8083518081
0.198,3.42,10,0.7255644931,0.1309976774,0.808256025
0.199,3.42,10,0.7254448626,0.1312810229,0.8081632771
0.2,3.42,10,0.7253277484,0.1315678674,0.8080736695
0.201,3.42,10,0.7252131875,0.1318582481,0.8079873072
0.202,3.42,10,0.7251012166,0.1321522026,0.8079042953
0.203,3.42,10,0.7249918726,0.1324497684,0.8078247389
0.204,3.42,10,0.7248851923,0.1327509827,0.8077487429
0.205,3.42,10,0.7247812127,0.1330558831,0.8076764124
0.206,3.42,10,0.7246799704,0.133364507,0.8076078524
0.207,3.42,10,0.7245815024,0.1336768918,0.807543168
0.208,3.42,10,0.7244858454,0.133993075,0.8074824642
0.209,3.42,10,0.7243930364,0.134313094,0.8074258461
0.21,3.42,10,0.7243031121,0.1346369862,0.8073734186
0.211,3.42,10,0.7242161095,0.1349647891,0.8073252869
0.212,3.42,10,0.7241320652,0.1352965401,0.807281556
0.213,3.42,10,0.7240510163,0.1356322766,0.8072423309
0.214,3.42,10,0.7239729994,0.135972036,0.8072077166
0.215,3.42,10,0.7238980515,0.1363158559,0.8071778182
0.216,3.42,10,0.7238262094,0.1366637735,0.8071527407
0.217,3.42,10,0.7237575098,0.1370158265,0.8071325892
0.218,3.42,10,0.7236919898,0.1373720521,0.8071174687
0.219,3.42,10,0.723629686,0.1377324879,0.8071074843
0.22,3.42,10,0.7235706354,0.1380971712,0.8071027409
0.221,3.42,10,0.7235148747,0.1384661395,0.8071033437
0.222,3.42,10,0.7234624408,0.1388394302,0.8071093976
0.223,3.42,10,0.7234133706,0.1392170808,0.8071210077
0.224,3.42,10,0.7233677009,0.1395991287,0.8071382791
0.225,3.42,10,0.7233254684,0.1399856113,0.8071613167
0.226,3.42,10,0.7232867101,0.1403765661,0.8071902257
0.227,3.42,10,0.7232514628,0.1407720305,0.807225111
0.193,3.43,10,0.7263699485,0.1292627837,0.8086117356
0.194,3.43,10,0.7262376255,0.1295291796,0.8085062155
0.195,3.43,10,0.7261076383,0.1297988863,0.8084033239
0.196,3.43,10,0.725980024,0.1300719412,0.8083031657
0.197,3.43,10,0.7258548192,0.1303483818,0.8082058461
0.198,3.43,10,0.7257320609,0.1306282455,0.80811147
0.199,3.43,10,0.7256117858,0.1309115696,0.8080201425
0.2,3.43,10,0.7254940308,0.1311983917,0.8079319687
0.201,3.43,10,0.7253788328,0.1314887492,0.8078470536
0.202,3.43,10,0.7252662286,0.1317826795,0.8077655021
0.203,3.43,10,0.725156255,0.1320802201,0.8076874195
0.204,3.43,10,0.7250489488,0.1323814083,0.8076129106
0.205,3.43,10,0.724944347,0.1326862817,0.8075420805
0.206,3.43,10,0.7248424862,0.1329948776,0.8074750344
0.207,3.43,10,0.7247434035,0.1333072334,0.8074118771
0.208,3.43,10,0.7246471355,0.1336233867,0.8073527138
0.209,3.43,10,0.7245537192,0.1339433748,0.8072976495
0.21,3.43,10,0.7244631914,0.1342672353,0.8072467892
0.211,3.43,10,0.7243755888,0.1345950054,0.807200238
0.212,3.43,10,0.7242909485,0.1349267226,0.8071581008
0.213,3.43,10,0.7242093071,0.1352624245,0.8071204829
0.214,3.43,10,0.7241307015,0.1356021484,0.8070874891
0.215,3.43,10,0.7240551687,0.1359459317,0.8070592246
0.216,3.43,10,0.7239827453,0.1362938118,0.8070357943
0.217,3.43,10,0.7239134682,0.1366458263,0.8070173033
0.218,3.43,10,0.7238473744,0.1370020126,0.8070038567
0.219,3.43,10,0.7237845005,0.137362408,0.8069955594
0.22,3.43,10,0.7237248835,0.13772705,0.8069925166
0.221,3.43,10,0.7236685602,0.1380959761,0.8069948332
0.222,3.43,10,0.7236155675,0.1384692236,0.8070026143
0.223,3.43,10,0.723565942,0.1388468301,0.807015965
0.224,3.43,10,0.7235197208,0.1392288329,0.8070349903
0.225,3.43,10,0.7234769406,0.1396152695,0.8070597951
0.226,3.43,10,0.7234376383,0.1400061773,0.8070904847
0.227,3.43,10,0.7234018507,0.1404015937,0.8071271639
0.192,3.44,10,0.7266787888,0.128634062,0.808579185
0.193,3.44,10,0.726543495,0.1288971684,0.808472453
0.194,3.44,10,0.726410504,0.1291635472,0.8083682577
0.195,3.44,10,0.7262798526,0.1294332359,0.8082667041
0.196,3.44,10,0.7261515777,0.1297062718,0.8081678974
0.197,3.44,10,0.7260257161,0.1299826924,0.8080719426
0.198,3.44,10,0.7259023047,0.1302625352,0.8079789446
0.199,3.44,10,0.7257813803,0.1305458375,0.8078890086
0.2,3.44,10,0.7256629797,0.1308326368,0.8078022396
0.201,3.44,10,0.7255471397,0.1311229706,0.8077187426
0.202,3.44,10,0.7254338973,0.1314168762,0.8076386226
0.203,3.44,10,0.7253232892,0.1317143911,0.8075619848
0.204,3.44,10,0.7252153523,0.1320155528,0.807488934
0.205,3.44,10,0.7251101234,0.1323203986,0.8074195755
0.206,3.44,10,0.7250076394,0.132628966,0.8073540141
0.207,3.44,10,0.724907937,0.1329412924,0.807292355
0.208,3.44,10,0.7248110532,0.1332574153,0.8072347032
0.209,3.44,10,0.7247170247,0.1335773721,0.8071811637
0.21,3.44,10,0.7246258885,0.1339012003,0.8071318416
0.211,3.44,10,0.7245376813,0.1342289372,0.8070868419
0.212,3.44,10,0.7244524399,0.1345606203,0.8070462697
0.213,3.44,10,0.7243702013,0.134896287,0.8070102299
0.214,3.44,10,0.7242910022,0.1352359748,0.8069788277
0.215,3.44,10,0.7242148795,0.1355797211,0.806952168
0.216,3.44,10,0.72414187,0.1359275633,0.8069303559
0.217,3.44,10,0.7240720106,0.1362795389,0.8069134965
0.218,3.44,10,0.7240053381,0.1366356852,0.8069016947
0.219,3.44,10,0.7239418894,0.1369960399,0.8068950557
0.22,3.44,10,0.7238817012,0.1373606401,0.8068936845
0.221,3.44,10,0.7238248104,0.1377295235,0.806897686
0.222,3.44,10,0.7237712538,0.1381027274,0.8069071654
0.223,3.44,10,0.7237210684,0.1384802892,0.8069222276
0.224,3.44,10,0.7236742909,0.1388622465,0.8069429778
0.225,3.44,10,0.7236309581,0.1392486366,0.8069695209
0.226,3.44,10,0.7235911069,0.1396394969,0.807001962
0.192,3.45,10,0.7268556238,0.1282721517,0.808450575
0.193,3.45,10,0.7267196534,0.1285352415,0.8083451254
0.194,3.45,10,0.7265859896,0.1288016027,0.8082422259
0.195,3.45,10,0.7264546691,0.1290712729,0.8081419815
0.196,3.45,10,0.7263257288,0.1293442893,0.8080444973
0.197,3.45,10,0.7261992056,0.1296206895,0.8079498783
0.198,3.45,10,0.7260751362,0.1299005109,0.8078582295
0.199,3.45,10,0.7259535576,0.1301837909,0.807769656
0.2,3.45,10,0.7258345065,0.130470567,0.8076842627
0.201,3.45,10,0.7257180198,0.1307608765,0.8076021549
0.202,3.45,10,0.7256041343,0.131054757,0.8075234374
0.203,3.45,10,0.7254928869,0.1313522458,0.8074482154
0.204,3.45,10,0.7253843144,0.1316533804,0.8073765939
0.205,3.45,10,0.7252784536,0.1319581982,0.8073086778
0.206,3.45,10,0.7251753414,0.1322667366,0.8072445723
0.207,3.45,10,0.7250750146,0.1325790332,0.8071843824
0.208,3.45,10,0.7249775101,0.1328951252,0.8071282131
0.209,3.45,10,0.7248828647,0.1332150502,0.8070761695
0.21,3.45,10,0.7247911151,0.1335388456,0.8070283566
0.211,3.45,10,0.7247022984,0.1338665488,0.8069848795
0.212,3.45,10,0.7246164512,0.1341981972,0.8069458431
0.213,3.45,10,0.7245336105,0.1345338284,0.8069113526
0.214,3.45,10,0.724453813,0.1348734796,0.8068815129
0.215,3.45,10,0.7243770957,0.1352171884,0.8068564291
0.216,3.45,10,0.7243034953,0.1355649922,0.8068362063
0.217,3.45,10,0.7242330486,0.1359169284,0.8068209494
0.218,3.45,10,0.7241657926,0.1362730344,0.8068107636
0.219,3.45,10,0.7241017641,0.1366333477,0.8068057538
0.22,3.45,10,0.7240409999,0.1369979058,0.8068060252
0.221,3.45,10,0.7239835367,0.137366746,0.8068116826
0.222,3.45,10,0.7239294116,0.1377399057,0.8068228313
0.223,3.45,10,0.7238786613,0.1381174225,0.8068395761
0.224,3.45,10,0.7238313226,0.1384993337,0.8068620222
0.225,3.45,10,0.7237874324,0.1388856768,0.8068902746
0.191,3.46,10,0.7271739122,0.1276540549,0.8084403842
0.192,3.46,10,0.7270349871,0.1279138945,0.8083337297
0.193,3.46,10,0.7268983353,0.1281769672,0.8082295336
0.194,3.46,10,0.7267639938,0.1284433104,0.8081279009
0.195,3.46,10,0.7266319994,0.1287129615,0.8080289367
0.196,3.46,10,0.7265023889,0.1289859581,0.807932746
0.197,3.46,10,0.7263751992,0.1292623374,0.8078394338
0.198,3.46,10,0.726250467,0.1295421369,0.8077491052
0.199,3.46,10,0.7261282293,0.1298253941,0.8076618652
0.2,3.46,10,0.7260085229,0.1301121464,0.8075778188
0.201,3.46,10,0.7258913846,0.1304024313,0.8074970711
0.202,3.46,10,0.7257768512,0.1306962861,0.8074197272
0.203,3.46,10,0.7256649596,0.1309937483,0.807345892
0.204,3.46,10,0.7255557467,0.1312948554,0.8072756707
0.205,3.46,10,0.7254492492,0.1315996447,0.8072091682
0.206,3.46,10,0.725345504,0.1319081537,0.8071464896
0.207,3.46,10,0.7252445479,0.1322204199,0.8070877399
0.208,3.46,10,0.7251464178,0.1325364806,0.8070330242
0.209,3.46,10,0.7250511505,0.1328563734,0.8069824475
0.21,3.46,10,0.7249587829,0.1331801355,0.8069361148
0.211,3.46,10,0.7248693517,0.1335078046,0.8068941312
0.212,3.46,10,0.7247828939,0.1338394179,0.8068566018
0.213,3.46,10,0.7246994462,0.1341750129,0.8068236315
0.214,3.46,10,0.7246190455,0.1345146272,0.8067953254
0.215,3.46,10,0.7245417287,0.134858298,0.8067717885
0.216,3.46,10,0.7244675325,0.1352060629,0.806753126
0.217,3.46,10,0.7243964938,0.1355579592,0.8067394427
0.218,3.46,10,0.7243286495,0.1359140244,0.8067308438
0.219,3.46,10,0.7242640363,0.136274296,0.8067274343
0.22,3.46,10,0.7242026912,0.1366388113,0.8067293193
0.221,3.46,10,0.7241446509,0.1370076078,0.8067366037
0.222,3.46,10,0.7240899523,0.137380723,0.8067493927
0.223,3.46,10,0.7240386323,0.1377581942,0.8067677912
0.224,3.46,10,0.7239907276,0.1381400589,0.8067919042
0.225,3.46,10,0.7239462751,0.1385263546,0.806821837
0.19,3.47,10,0.7274982609,0.1270428034,0.8084416831
0.191,3.47,10,0.7273564055,0.1272994318,0.8083338731
0.192,3.47,10,0.7272167903,0.1275592548,0.8082284298
0.193,3.47,10,0.7270794523,0.1278223099,0.8081254582
0.194,3.47,10,0.7269444283,0.1280886346,0.8080250633
0.195,3.47,10,0.7268117551,0.1283582662,0.8079273503
0.196,3.47,10,0.7266814695,0.1286312423,0.8078324241
0.197,3.47,10,0.7265536085,0.1289076003,0.8077403897
0.198,3.47,10,0.7264282087,0.1291873775,0.8076513523
0.199,3.47,10,0.7263053071,0.1294706115,0.8075654168
0.2,3.47,10,0.7261849405,0.1297573396,0.8074826884
0.201,3.47,10,0.7260671457,0.1300475993,0.8074032719
0.202,3.47,10,0.7259519596,0.130341428,0.8073272725
0.203,3.47,10,0.725839419,0.1306388631,0.8072547953
0.204,3.47,10,0.7257295608,0.1309399422,0.8071859452
0.205,3.47,10,0.7256224217,0.1312447026,0.8071208272
0.206,3.47,10,0.7255180387,0.1315531817,0.8070595465
0.207,3.47,10,0.7254164485,0.131865417,0.8070022081
0.208,3.47,10,0.725317688,0.1321814459,0.806948917
0.209,3.47,10,0.725221794,0.1325013059,0.8068997782
0.21,3.47,10,0.7251288034,0.1328250344,0.8068548968
0.211,3.47,10,0.725038753,0.1331526687,0.8068143778
0.212,3.47,10,0.7249516797,0.1334842465,0.8067783263
0.213,3.47,10,0.7248676202,0.133819805,0.8067468473
0.214,3.47,10,0.7247866114,0.1341593817,0.8067200458
0.215,3.47,10,0.7247086902,0.1345030141,0.8066980269
0.216,3.47,10,0.7246338934,0.1348507396,0.8066808956
0.217,3.47,10,0.7245622578,0.1352025956,0.806668757
0.218,3.47,10,0.7244938203,0.1355586195,0.8066617161
0.219,3.47,10,0.7244286177,0.1359188489,0.8066598779
0.22,3.47,10,0.7243666868,0.136283321,0.8066633475
0.221,3.47,10,0.7243080645,0.1366520734,0.8066722299
0.222,3.47,10,0.7242527877,0.1370251435,0.8066866302
0.223,3.47,10,0.724200893,0.1374025687,0.8067066533
0.224,3.47,10,0.7241524175,0.1377843864,0.8067324044
0.189,3.48,10,0.7278285702,0.1264383228,0.808454274
0.19,3.48,10,0.727683809,0.1266917787,0.8083453579
0.191,3.48,10,0.7275412551,0.1269483909,0.8082387168
0.192,3.48,10,0.7274009452,0.1272081968,0.8081344557
0.193,3.48,10,0.7272629161,0.1274712339,0.8080326796
0.194,3.48,10,0.7271272047,0.1277375395,0.8079334937
0.195,3.48,10,0.7269938479,0.1280071513,0.8078370028
0.196,3.48,10,0.7268628824,0.1282801065,0.8077433122
0.197,3.48,10,0.7267343451,0.1285564426,0.8076525267
0.198,3.48,10,0.7266082729,0.128836197,0.8075647516
0.199,3.48,10,0.7264847025,0.1291194072,0.8074800917
0.2,3.48,10,0.7263636709,0.1294061106,0.8073986521
0.201,3.48,10,0.7262452148,0.1296963447,0.8073205379
0.202,3.48,10,0.7261293711,0.1299901468,0.8072458541
0.203,3.48,10,0.7260161767,0.1302875545,0.8071747058
0.204,3.48,10,0.7259056683,0.130588605,0.8071071979
0.205,3.48,10,0.7257978828,0.130893336,0.8070434356
0.206,3.48,10,0.7256928571,0.1312017847,0.8069835238
0.207,3.48,10,0.7255906279,0.1315139887,0.8069275676
0.208,3.48,10,0.7254912322,0.1318299854,0.8068756721
0.209,3.48,10,0.7253947067,0.1321498121,0.8068279423
0.21,3.48,10,0.7253010883,0.1324735064,0.8067844832
0.211,3.48,10,0.7252104138,0.1328011057,0.8067453998
0.212,3.48,10,0.7251227201,0.1331326474,0.8067107973
0.213,3.48,10,0.725038044,0.1334681689,0.8066807806
0.214,3.48,10,0.7249564223,0.1338077076,0.8066554547
0.215,3.48,10,0.7248778919,0.1341513011,0.8066349248
0.216,3.48,10,0.7248024896,0.1344989867,0.8066192959
0.217,3.48,10,0.7247302523,0.1348508019,0.8066086729
0.218,3.48,10,0.7246612167,0.1352067841,0.806603161
0.219,3.48,10,0.7245954198,0.1355669707,0.8066028652
0.22,3.48,10,0.7245328983,0.1359313992,0.8066078904
0.221,3.48,10,0.7244736892,0.136300107,0.8066183418
0.222,3.48,10,0.7244178292,0.1366731315,0.8066343245
0.223,3.48,10,0.7243653551,0.1370505102,0.8066559433
0.189,3.49,10,0.7280170983,0.1260908608,0.8083679869
0.19,3.49,10,0.7278716301,0.1263443009,0.8082601973
0.191,3.49,10,0.7277283727,0.1266008965,0.8081546961
0.192,3.49,10,0.7275873632,0.1268606848,0.8080515882
0.193,3.49,10,0.7274486382,0.1271237034,0.8079509787
0.194,3.49,10,0.7273122346,0.1273899896,0.8078529726
0.195,3.49,10,0.7271781892,0.1276595809,0.807757675
0.196,3.49,10,0.727046539,0.1279325147,0.807665191
0.197,3.49,10,0.7269173207,0.1282088285,0.8075756254
0.198,3.49,10,0.7267905711,0.1284885597,0.8074890835
0.199,3.49,10,0.7266663272,0.1287717457,0.8074056702
0.2,3.49,10,0.7265446257,0.129058424,0.8073254906
0.201,3.49,10,0.7264255035,0.1293486319,0.8072486497
0.202,3.49,10,0.7263089974,0.129642407,0.8071752525
0.203,3.49,10,0.7261951442,0.1299397866,0.8071054041
0.204,3.49,10,0.7260839808,0.1302408083,0.8070392095
0.205,3.49,10,0.7259755441,0.1305455093,0.8069767738
0.206,3.49,10,0.7258698708,0.1308539272,0.806918202
0.207,3.49,10,0.7257669978,0.1311660994,0.8068635992
0.208,3.49,10,0.725666962,0.1314820633,0.8068130703
0.209,3.49,10,0.7255698001,0.1318018563,0.8067667204
0.21,3.49,10,0.7254755491,0.132125516,0.8067246546
0.211,3.49,10,0.7253842456,0.1324530797,0.8066869779
0.212,3.49,10,0.7252959267,0.1327845848,0.8066537954
0.213,3.49,10,0.7252106291,0.1331200688,0.806625212
0.214,3.49,10,0.7251283897,0.1334595691,0.8066013329
0.215,3.49,10,0.7250492452,0.1338031232,0.8065822629
0.216,3.49,10,0.7249732326,0.1341507685,0.8065681073
0.217,3.49,10,0.7249003887,0.1345025424,0.8065589711
0.218,3.49,10,0.7248307503,0.1348584824,0.8065549592
0.219,3.49,10,0.7247643542,0.1352186258,0.8065561767
0.22,3.49,10,0.7247012373,0.1355830102,0.8065627287
0.221,3.49,10,0.7246414365,0.1359516729,0.8065747201
0.222,3.49,10,0.7245849884,0.1363246514,0.8065922561
0.223,3.49,10,0.7245319301,0.1367019831,0.8066154417
